ID,URL,Title,sentence,Protest,Protest_O,Type,Type_O,Protest_fixed,Type_fixed
581,https://www.nbcnews.com/news/world/iran-says-it-has-made-arrests-over-plane-disaster-after-n1114951,Iran says it has made arrests over plane disaster after days of protests,"President Donald Trump withdrew the United States from the agreement in May 2018 and imposed economic sanctions on the country's oil industry, as well as banking and other key sectors.",0,0,0,0,0,0
581,https://www.nbcnews.com/news/world/iran-says-it-has-made-arrests-over-plane-disaster-after-n1114951,Iran says it has made arrests over plane disaster after days of protests,"Amin Hossein Khodadadi reported from Tehran, and Saphora Smith from London.",0,0,0,0,0,0
581,https://www.nbcnews.com/news/world/iran-says-it-has-made-arrests-over-plane-disaster-after-n1114951,Iran says it has made arrests over plane disaster after days of protests,"Nancy Ing contributed from Paris, Oksana Parafeniuk from Kiev, and Tom Costello from Washington.",,0,0,0,,0
581,https://www.nbcnews.com/news/world/iran-says-it-has-made-arrests-over-plane-disaster-after-n1114951,Iran says it has made arrests over plane disaster after days of protests,Reuters also contributed to this report.,0,0,0,0,0,0
581,https://www.nbcnews.com/news/world/iran-says-it-has-made-arrests-over-plane-disaster-after-n1114951,Iran says it has made arrests over plane disaster after days of protests,Saphora Smith is a London-based reporter for NBC News Digital.,0,0,0,0,0,0
581,https://www.nbcnews.com/news/world/iran-says-it-has-made-arrests-over-plane-disaster-after-n1114951,Iran says it has made arrests over plane disaster after days of protests,© 2022 NBC UNIVERSAL,0,0,0,0,0,0
4510,https://abcnews.go.com/Politics/president-barack-obama-puts-guidelines-work-amid-george/story?id=70996007,Former President Barack Obama puts out guidelines to 'get to work' amid George Floyd protests,"The former president wrote about how to use this moment to make ""real change.""",0,0,0,0,0,0
4510,https://abcnews.go.com/Politics/president-barack-obama-puts-guidelines-work-amid-george/story?id=70996007,Former President Barack Obama puts out guidelines to 'get to work' amid George Floyd protests,"Communities come together in wake of George Floyd’s death Former President Barack Obama published a piece on Medium on Monday addressing the protests nationwide following the death of George Floyd -- and, specifically, how he thinks people can move forward to ""sustain momentum to bring about real change.""",1,1,1,3,1,1
4510,https://abcnews.go.com/Politics/president-barack-obama-puts-guidelines-work-amid-george/story?id=70996007,Former President Barack Obama puts out guidelines to 'get to work' amid George Floyd protests,"""Ultimately, it’s going to be up to a new generation of activists to shape strategies that best fit the times,"" he wrote.",1,0,1,0,1,1
4510,https://abcnews.go.com/Politics/president-barack-obama-puts-guidelines-work-amid-george/story?id=70996007,Former President Barack Obama puts out guidelines to 'get to work' amid George Floyd protests,"""But I believe there are some basic lessons to draw from past efforts that are worth remembering.""",0,0,0,0,0,0
4510,https://abcnews.go.com/Politics/president-barack-obama-puts-guidelines-work-amid-george/story?id=70996007,Former President Barack Obama puts out guidelines to 'get to work' amid George Floyd protests,"His message overall stressed the importance of voting and participating in politics, particularly at the local level, where decisions on ground-level criminal justice and police practices are formed.",0,0,0,0,0,0
4510,https://abcnews.go.com/Politics/president-barack-obama-puts-guidelines-work-amid-george/story?id=70996007,Former President Barack Obama puts out guidelines to 'get to work' amid George Floyd protests,"The ""bottom line,"" he wrote, is that ""if we want to bring about real change, then the choice isn’t between protest and politics.",1,1,1,3,1,3
4510,https://abcnews.go.com/Politics/president-barack-obama-puts-guidelines-work-amid-george/story?id=70996007,Former President Barack Obama puts out guidelines to 'get to work' amid George Floyd protests,We have to do both.,1,0,1,0,1,0
4510,https://abcnews.go.com/Politics/president-barack-obama-puts-guidelines-work-amid-george/story?id=70996007,Former President Barack Obama puts out guidelines to 'get to work' amid George Floyd protests,"We have to mobilize to raise awareness, and we have to organize and cast our ballots to make sure that we elect candidates who will act on reform.""",1,1,1,2,1,1
4510,https://abcnews.go.com/Politics/president-barack-obama-puts-guidelines-work-amid-george/story?id=70996007,Former President Barack Obama puts out guidelines to 'get to work' amid George Floyd protests,"The nation's first and only African American president began by acknowledging that ""the waves of protests across the country represent a genuine and legitimate frustration over a decades-long failure to reform police practices and the broader criminal justice system in the United States,"" noting that most people demonstrating have been ""peaceful, courageous, responsible, and inspiring.""",1,1,3,3,1,3
4510,https://abcnews.go.com/Politics/president-barack-obama-puts-guidelines-work-amid-george/story?id=70996007,Former President Barack Obama puts out guidelines to 'get to work' amid George Floyd protests,"He also noted that ""police in cities like Camden and Flint have commendably understood"" that the protesters ""deserve our respect and support.""",1,1,3,3,1,3
4510,https://abcnews.go.com/Politics/president-barack-obama-puts-guidelines-work-amid-george/story?id=70996007,Former President Barack Obama puts out guidelines to 'get to work' amid George Floyd protests,"He also addressed the violence that has broken out at protests in several cities, although the exact root of that violence has been disputed, especially as it differs between locations.",1,1,3,3,1,3
4510,https://abcnews.go.com/Politics/president-barack-obama-puts-guidelines-work-amid-george/story?id=70996007,Former President Barack Obama puts out guidelines to 'get to work' amid George Floyd protests,"In his post, Obama requested people ""not excuse violence, or rationalize it, or participate in it.""",0,1,0,3,1,0
4510,https://abcnews.go.com/Politics/president-barack-obama-puts-guidelines-work-amid-george/story?id=70996007,Former President Barack Obama puts out guidelines to 'get to work' amid George Floyd protests,"From there, Obama addressed the importance of participating in politics and voting in every election, saying that ""the elected officials who matter most in reforming police departments and the criminal justice system work at the state and local levels.""",0,0,0,0,0,0
4510,https://abcnews.go.com/Politics/president-barack-obama-puts-guidelines-work-amid-george/story?id=70996007,Former President Barack Obama puts out guidelines to 'get to work' amid George Floyd protests,He said reform agendas will vary from place to place but should be tailored to each community and that it's up to organizers to educate themselves of what strategies work best.,0,1,0,1,0,0
4510,https://abcnews.go.com/Politics/president-barack-obama-puts-guidelines-work-amid-george/story?id=70996007,Former President Barack Obama puts out guidelines to 'get to work' amid George Floyd protests,"""The more specific we can make demands for criminal justice and police reform, the harder it will be for elected officials to just offer lip service to the cause and then fall back into business as usual once protests have gone away,"" he wrote.",0,1,0,1,0,1
4510,https://abcnews.go.com/Politics/president-barack-obama-puts-guidelines-work-amid-george/story?id=70996007,Former President Barack Obama puts out guidelines to 'get to work' amid George Floyd protests,"Obama concluded his letter by acknowledging the pain in America, amid protests and a pandemic.",0,0,0,0,1,0
4510,https://abcnews.go.com/Politics/president-barack-obama-puts-guidelines-work-amid-george/story?id=70996007,Former President Barack Obama puts out guidelines to 'get to work' amid George Floyd protests,"""I recognize that these past few months have been hard and dispiriting -- that the fear, sorrow, uncertainty, and hardship of a pandemic have been compounded by tragic reminders that prejudice and inequality still shape so much of American life,"" he wrote.",1,0,3,0,1,0
4510,https://abcnews.go.com/Politics/president-barack-obama-puts-guidelines-work-amid-george/story?id=70996007,Former President Barack Obama puts out guidelines to 'get to work' amid George Floyd protests,"""But watching the heightened activism of young people in recent weeks, of every race and every station, makes me hopeful.""",1,0,3,0,1,3
4510,https://abcnews.go.com/Politics/president-barack-obama-puts-guidelines-work-amid-george/story?id=70996007,Former President Barack Obama puts out guidelines to 'get to work' amid George Floyd protests,"He said the next moment in American history can be ""a real turning point"" if ""we can channel our justifiable anger into peaceful, sustained, and effective action.""",0,0,0,0,1,0
4510,https://abcnews.go.com/Politics/president-barack-obama-puts-guidelines-work-amid-george/story?id=70996007,Former President Barack Obama puts out guidelines to 'get to work' amid George Floyd protests,"The post also linked up to a toolkit developed by the Leadership Conference on Civil and Human Rights, based on a task force on policing Obama formed while at White House, and also to resources at the Obama Foundation, he said, ""to help young activists sustain the momentum by channeling their energy into concrete action.""",0,0,0,0,1,0
4510,https://abcnews.go.com/Politics/president-barack-obama-puts-guidelines-work-amid-george/story?id=70996007,Former President Barack Obama puts out guidelines to 'get to work' amid George Floyd protests,"Later Monday, Obama summarized the essay in a series of tweets, saying in part: ""Ultimately, it’s going to be up to a new generation of activists to shape strategies that best fit the times.""",0,0,0,0,1,0
4510,https://abcnews.go.com/Politics/president-barack-obama-puts-guidelines-work-amid-george/story?id=70996007,Former President Barack Obama puts out guidelines to 'get to work' amid George Floyd protests,This is the second time the former president has written something on the nation's unrest in the aftermath of the death of George Floyd.,0,1,0,3,1,0
4510,https://abcnews.go.com/Politics/president-barack-obama-puts-guidelines-work-amid-george/story?id=70996007,Former President Barack Obama puts out guidelines to 'get to work' amid George Floyd protests,"""This shouldn't be 'normal' in 2020 America,"" Obama wrote in a statement posted to Twitter Friday.",0,0,0,0,0,0
4510,https://abcnews.go.com/Politics/president-barack-obama-puts-guidelines-work-amid-george/story?id=70996007,Former President Barack Obama puts out guidelines to 'get to work' amid George Floyd protests,"""It can't be 'normal.'",0,0,0,0,0,0
4510,https://abcnews.go.com/Politics/president-barack-obama-puts-guidelines-work-amid-george/story?id=70996007,Former President Barack Obama puts out guidelines to 'get to work' amid George Floyd protests,"If we want our children to grow up in a nation that lives up to its highest ideals, we can and must be better.""",0,0,0,0,0,0
4510,https://abcnews.go.com/Politics/president-barack-obama-puts-guidelines-work-amid-george/story?id=70996007,Former President Barack Obama puts out guidelines to 'get to work' amid George Floyd protests,"President Donald Trump, meanwhile, has taken a different approach, facing some criticism for failing to address and unify the nation as protests grew over the weekend.",1,1,3,3,1,3
4510,https://abcnews.go.com/Politics/president-barack-obama-puts-guidelines-work-amid-george/story?id=70996007,Former President Barack Obama puts out guidelines to 'get to work' amid George Floyd protests,"Hours before Obama issued a statement Friday, Trump tweeted about the protests in Minneapolis, saying that ""thugs are dishonoring the memory of George Floyd"" and, referencing the military, that ""when the looting starts, the shooting starts.""",1,1,1,3,1,3
4510,https://abcnews.go.com/Politics/president-barack-obama-puts-guidelines-work-amid-george/story?id=70996007,Former President Barack Obama puts out guidelines to 'get to work' amid George Floyd protests,"The tweet was flagged by Twitter as ""glorifying violence.""",1,0,2,0,1,1
4510,https://abcnews.go.com/Politics/president-barack-obama-puts-guidelines-work-amid-george/story?id=70996007,Former President Barack Obama puts out guidelines to 'get to work' amid George Floyd protests,"Trump on Sunday blamed ""ANTIFA"" for the protests turning violent and said he would label it as a terrorist organization, although his authority to deem a domestic group a terror organization remains unclear. 24/7 coverage of breaking news and live events",1,1,3,3,1,3
7631,https://gizmodo.com/woman-arrested-for-facebook-post-promoting-anti-lockdow-1844926107,Woman Arrested For Facebook Post Promoting Anti-Lockdown Protest in Australia,Police in Australia arrested a 28-year-old woman on Wednesday for publishing a Facebook post that promotes an anti-lockdown protest in the country’s state of Victoria.,1,1,1,3,1,1
7631,https://gizmodo.com/woman-arrested-for-facebook-post-promoting-anti-lockdow-1844926107,Woman Arrested For Facebook Post Promoting Anti-Lockdown Protest in Australia,Footage of the arrest was captured by her partner and shows police officers handcuffing the woman and saying that she’s being charged with “incitement.”,0,0,0,0,0,0
7631,https://gizmodo.com/woman-arrested-for-facebook-post-promoting-anti-lockdow-1844926107,Woman Arrested For Facebook Post Promoting Anti-Lockdown Protest in Australia,The woman’s phone and computers were also seized.,0,0,0,0,0,0
7631,https://gizmodo.com/woman-arrested-for-facebook-post-promoting-anti-lockdow-1844926107,Woman Arrested For Facebook Post Promoting Anti-Lockdown Protest in Australia,"The video, which was livestreamed on Facebook, has gone viral and shows the police eventually taking possession of the phone that was broadcasting the encounter.",0,0,0,0,0,0
7631,https://gizmodo.com/woman-arrested-for-facebook-post-promoting-anti-lockdow-1844926107,Woman Arrested For Facebook Post Promoting Anti-Lockdown Protest in Australia,Over two million people have watched the video so far.,0,0,0,0,0,0
7631,https://gizmodo.com/woman-arrested-for-facebook-post-promoting-anti-lockdow-1844926107,Woman Arrested For Facebook Post Promoting Anti-Lockdown Protest in Australia,"“It’s in relation to a Facebook post, in relation to a lockdown protest you put on just that day,” detective Adrian Smith with the Victorian Police told the woman as she was handcuffed in her home.",0,1,0,3,0,0
7631,https://gizmodo.com/woman-arrested-for-facebook-post-promoting-anti-lockdow-1844926107,Woman Arrested For Facebook Post Promoting Anti-Lockdown Protest in Australia,"“I wasn’t breaking any laws by doing that,” the woman said, explaining that she had an ultrasound scheduled in an hour because she’s pregnant.",0,0,0,0,0,0
7631,https://gizmodo.com/woman-arrested-for-facebook-post-promoting-anti-lockdow-1844926107,Woman Arrested For Facebook Post Promoting Anti-Lockdown Protest in Australia,“You are actually.,0,0,0,0,0,0
7631,https://gizmodo.com/woman-arrested-for-facebook-post-promoting-anti-lockdow-1844926107,Woman Arrested For Facebook Post Promoting Anti-Lockdown Protest in Australia,"You are breaking the law,” Smith responded.",0,0,0,0,0,0
7631,https://gizmodo.com/woman-arrested-for-facebook-post-promoting-anti-lockdow-1844926107,Woman Arrested For Facebook Post Promoting Anti-Lockdown Protest in Australia,“That’s why I’m arresting you.”,0,0,0,0,0,0
7631,https://gizmodo.com/woman-arrested-for-facebook-post-promoting-anti-lockdow-1844926107,Woman Arrested For Facebook Post Promoting Anti-Lockdown Protest in Australia,"The woman and her partner, who reportedly live in the city of Ballarat, according to Australia’s ABC News, can be heard on the video offering to take the Facebook post down.",0,0,0,0,0,0
7631,https://gizmodo.com/woman-arrested-for-facebook-post-promoting-anti-lockdow-1844926107,Woman Arrested For Facebook Post Promoting Anti-Lockdown Protest in Australia,But the detective insists that she needs to be arrested because she “already committed the offense.”,0,0,0,0,0,0
7631,https://gizmodo.com/woman-arrested-for-facebook-post-promoting-anti-lockdow-1844926107,Woman Arrested For Facebook Post Promoting Anti-Lockdown Protest in Australia,The arrest appears to have involved at least four officers.,0,0,0,0,0,0
7631,https://gizmodo.com/woman-arrested-for-facebook-post-promoting-anti-lockdow-1844926107,Woman Arrested For Facebook Post Promoting Anti-Lockdown Protest in Australia,"Save the work for the robotLet the Deebot N8 Pro+ use its lasers to map your house, then clean and mop it efficiently.",0,0,0,0,0,0
7631,https://gizmodo.com/woman-arrested-for-facebook-post-promoting-anti-lockdow-1844926107,Woman Arrested For Facebook Post Promoting Anti-Lockdown Protest in Australia,"When it's done, it'll even empty itself, so you can continue eating grapes while your attendants fan you.",0,0,0,0,0,0
7631,https://gizmodo.com/woman-arrested-for-facebook-post-promoting-anti-lockdow-1844926107,Woman Arrested For Facebook Post Promoting Anti-Lockdown Protest in Australia,"“I’m happy to delete the post, this is ridiculous,” the woman said, pleading with the cops and noting that her two children are watching her get arrested.",0,0,0,0,0,0
7631,https://gizmodo.com/woman-arrested-for-facebook-post-promoting-anti-lockdow-1844926107,Woman Arrested For Facebook Post Promoting Anti-Lockdown Protest in Australia,"Victoria, which includes the city of Melbourne, has been under strict lockdown measures for the past month after a covid-19 outbreak caused an alarming spike in deaths.",0,0,0,0,0,0
7631,https://gizmodo.com/woman-arrested-for-facebook-post-promoting-anti-lockdow-1844926107,Woman Arrested For Facebook Post Promoting Anti-Lockdown Protest in Australia,"Police in Australia have arrested numerous people who’ve tried to stage protests against the lockdown, but this is the first known instance of someone in Australia being arrested for merely posting about a protest on Facebook.",1,1,1,3,1,1
7631,https://gizmodo.com/woman-arrested-for-facebook-post-promoting-anti-lockdow-1844926107,Woman Arrested For Facebook Post Promoting Anti-Lockdown Protest in Australia,"“The search warrant entitles us—and we’re required to—seize any computers, any mobile devices you have,” Detective Smith says.",0,0,0,0,0,0
7631,https://gizmodo.com/woman-arrested-for-facebook-post-promoting-anti-lockdow-1844926107,Woman Arrested For Facebook Post Promoting Anti-Lockdown Protest in Australia,“I didn’t realize I was doing anything wrong.,0,0,0,0,0,0
7631,https://gizmodo.com/woman-arrested-for-facebook-post-promoting-anti-lockdow-1844926107,Woman Arrested For Facebook Post Promoting Anti-Lockdown Protest in Australia,"This is ridiculous,” the woman says.",0,0,0,0,0,0
7631,https://gizmodo.com/woman-arrested-for-facebook-post-promoting-anti-lockdow-1844926107,Woman Arrested For Facebook Post Promoting Anti-Lockdown Protest in Australia,"The woman can be seen getting very distressed as it becomes clear that she’s really being taken into custody and the detective barks “let me finish,” as he explains what the arrest warrant allows him to take.",0,0,0,0,0,0
7631,https://gizmodo.com/woman-arrested-for-facebook-post-promoting-anti-lockdow-1844926107,Woman Arrested For Facebook Post Promoting Anti-Lockdown Protest in Australia,"“Any mobile telephone you’ve got, okay?”",0,0,0,0,0,0
7631,https://gizmodo.com/woman-arrested-for-facebook-post-promoting-anti-lockdow-1844926107,Woman Arrested For Facebook Post Promoting Anti-Lockdown Protest in Australia,"Smith says, before the police turn their attention to the phone that’s broadcasting on Facebook.",0,0,0,0,0,0
7631,https://gizmodo.com/woman-arrested-for-facebook-post-promoting-anti-lockdow-1844926107,Woman Arrested For Facebook Post Promoting Anti-Lockdown Protest in Australia,"The Victoria Police Department issued a statement to Australia’s ABC News, saying that “Any gathering of this nature is in blatant breach of the Chief Health Officer’s directions and puts Victorian lives at risk.”",1,1,1,3,1,3
7631,https://gizmodo.com/woman-arrested-for-facebook-post-promoting-anti-lockdow-1844926107,Woman Arrested For Facebook Post Promoting Anti-Lockdown Protest in Australia,"“Those still thinking of attending the protest […] can expect a swift and firm response from police,” the statement continues.",1,1,3,3,1,3
7631,https://gizmodo.com/woman-arrested-for-facebook-post-promoting-anti-lockdow-1844926107,Woman Arrested For Facebook Post Promoting Anti-Lockdown Protest in Australia,"“We will have no hesitation in issuing $1,652 fines to anyone who is breaching the restrictions on the day, or making arrests if necessary.”",1,0,3,0,1,0
7631,https://gizmodo.com/woman-arrested-for-facebook-post-promoting-anti-lockdow-1844926107,Woman Arrested For Facebook Post Promoting Anti-Lockdown Protest in Australia,"The detective in the video, identified as Adrian Smith by the badge around his neck, appears to have been with Victorian Police since 2001, according to a profile on LinkedIn. Australia remains the only wealthy democracy in the world that doesn’t have anything equivalent to America’s First Amendment protections for free speech.",0,0,0,0,0,0
7631,https://gizmodo.com/woman-arrested-for-facebook-post-promoting-anti-lockdow-1844926107,Woman Arrested For Facebook Post Promoting Anti-Lockdown Protest in Australia,"And even though it’s clear lockdowns are sometimes necessary to defeat this global pandemic, it’s hard to justify arresting someone and seizing all of their electronics simply for posting about a protest on Facebook.",1,0,1,0,1,1
7631,https://gizmodo.com/woman-arrested-for-facebook-post-promoting-anti-lockdow-1844926107,Woman Arrested For Facebook Post Promoting Anti-Lockdown Protest in Australia,This will likely only inspire covid-deniers to become more ridiculous and radicalized than they already are.,0,0,0,0,0,0
7631,https://gizmodo.com/woman-arrested-for-facebook-post-promoting-anti-lockdow-1844926107,Woman Arrested For Facebook Post Promoting Anti-Lockdown Protest in Australia,Far-right goons on Rupert Murdoch’s TV station Sky News Australia have been complaining for months that many actions to fight the covid-19 pandemic have been too extreme.,1,0,1,0,1,1
7631,https://gizmodo.com/woman-arrested-for-facebook-post-promoting-anti-lockdow-1844926107,Woman Arrested For Facebook Post Promoting Anti-Lockdown Protest in Australia,"And in this case, they might finally be right.",0,0,0,0,0,0
7991,https://www.kiro7.com/news/local/spd-watchdog-sergeant-did-not-intentionally-target-boy-with-pepper-spray-protest/GWTNKOCN7ZBSVDGXMXKX5MTZE4/,SPD watchdog: Sergeant did not intentionally target boy with pepper spray at protest,SEATTLE — Investigators with Seattle’s Office of Police Accountability say officers did not intentionally target a young boy when they hit him in the face with pepper spray during a protest.,1,1,3,3,1,3
7991,https://www.kiro7.com/news/local/spd-watchdog-sergeant-did-not-intentionally-target-boy-with-pepper-spray-protest/GWTNKOCN7ZBSVDGXMXKX5MTZE4/,SPD watchdog: Sergeant did not intentionally target boy with pepper spray at protest,"Video of the boy crying, with milk running down his face to lessen the effects of the spray, went viral after the May 30 protest and led to 13,000 complaints filed with OPA.",1,1,1,3,1,3
7991,https://www.kiro7.com/news/local/spd-watchdog-sergeant-did-not-intentionally-target-boy-with-pepper-spray-protest/GWTNKOCN7ZBSVDGXMXKX5MTZE4/,SPD watchdog: Sergeant did not intentionally target boy with pepper spray at protest,"According to an OPA description released Friday, “(The boy) and his father moved towards a protester who had grabbed an officer’s baton and was pushing into the police line.",0,1,0,3,0,3
7991,https://www.kiro7.com/news/local/spd-watchdog-sergeant-did-not-intentionally-target-boy-with-pepper-spray-protest/GWTNKOCN7ZBSVDGXMXKX5MTZE4/,SPD watchdog: Sergeant did not intentionally target boy with pepper spray at protest,An SPD supervisor used pepper spray to move the protester back.,1,1,3,3,1,3
7991,https://www.kiro7.com/news/local/spd-watchdog-sergeant-did-not-intentionally-target-boy-with-pepper-spray-protest/GWTNKOCN7ZBSVDGXMXKX5MTZE4/,SPD watchdog: Sergeant did not intentionally target boy with pepper spray at protest,"In response, the protester ducked, causing the pepper spray to inadvertently affect the boy and his father.”",1,1,3,3,1,3
7991,https://www.kiro7.com/news/local/spd-watchdog-sergeant-did-not-intentionally-target-boy-with-pepper-spray-protest/GWTNKOCN7ZBSVDGXMXKX5MTZE4/,SPD watchdog: Sergeant did not intentionally target boy with pepper spray at protest,">>RAW: Family of 7-year-old who was pepper-sprayed during Seattle protest speaks out OPA investigators found the sergeant who used the spray followed SPD policy in response to the protester’s actions, and investigators say their review of the body cameras worn by officers showed the sergeant was not able to see the child.",1,1,3,3,1,3
7991,https://www.kiro7.com/news/local/spd-watchdog-sergeant-did-not-intentionally-target-boy-with-pepper-spray-protest/GWTNKOCN7ZBSVDGXMXKX5MTZE4/,SPD watchdog: Sergeant did not intentionally target boy with pepper spray at protest,"After the incident, many people on social media claimed to identify the officer who used the pepper spray.",0,0,0,0,0,0
7991,https://www.kiro7.com/news/local/spd-watchdog-sergeant-did-not-intentionally-target-boy-with-pepper-spray-protest/GWTNKOCN7ZBSVDGXMXKX5MTZE4/,SPD watchdog: Sergeant did not intentionally target boy with pepper spray at protest,"Scroll down to continue reading But OPA investigators found the complainants identified the wrong officer, and that the pepper spraying was actually done by a sergeant.",0,0,0,0,0,0
7991,https://www.kiro7.com/news/local/spd-watchdog-sergeant-did-not-intentionally-target-boy-with-pepper-spray-protest/GWTNKOCN7ZBSVDGXMXKX5MTZE4/,SPD watchdog: Sergeant did not intentionally target boy with pepper spray at protest,"In another incident caught on camera, OPA investigators found an officer’s use of force was “improper and inconsistent with SPD policy and training” when he placed his knee on a person’s neck during an arrest for 13 seconds.",0,0,0,0,0,0
7991,https://www.kiro7.com/news/local/spd-watchdog-sergeant-did-not-intentionally-target-boy-with-pepper-spray-protest/GWTNKOCN7ZBSVDGXMXKX5MTZE4/,SPD watchdog: Sergeant did not intentionally target boy with pepper spray at protest,That case is currently before Interim Chief Adrian Diaz for discipline.,0,0,0,0,0,0
7991,https://www.kiro7.com/news/local/spd-watchdog-sergeant-did-not-intentionally-target-boy-with-pepper-spray-protest/GWTNKOCN7ZBSVDGXMXKX5MTZE4/,SPD watchdog: Sergeant did not intentionally target boy with pepper spray at protest,"OPA received a total of 19,000 complaints regarding officer conduct during protests after the police killing of George Floyd in Minneapolis.",1,1,1,3,1,3
